Date,AAPL%,MSFT%,GOOG%,AMZN%,FB%,TSLA%
2018-01-03,-0.000174032442902039,0.004653530410483109,0.016413127200704203,0.012775284717110313,0.0179142323492556,-0.010233047739021006
2018-01-04,0.00464498842641059,0.008801422460377184,0.0036213546818806286,0.004476013010291435,-0.001841102189103716,-0.008290007510835307
2018-01-05,0.01138534270108349,0.012398381306315986,0.014571019605071456,0.016162542167639904,0.013671156336072743,0.006229710398247601
2018-01-08,-0.003714303843011413,0.0010203405540183397,0.004273119966757832,0.014424703660649518,0.007653158303827068,0.06263825235622456
2018-01-09,-0.00011477968419237872,-0.0006795336802404295,-0.0006142443823656807,0.0046756727465717685,-0.0021776272825982934,-0.008085375556890706
2018-01-10,-0.00022913905533605838,-0.004534154229115961,-0.0032994272430003635,0.0013011933793785069,-0.00015967839504205106,0.003326396785763519
2018-01-11,0.005680019436160144,0.002960587617188981,0.002639223495477072,0.017818355966359167,-0.0003726153470733351,0.009408675414917855
2018-01-12,0.010326360214797159,0.017256917884977296,0.015142186426866155,0.02233911102318742,-0.044735628503713154,-0.005119132782478775
2018-01-16,-0.005082267177297095,-0.013950599721799573,-0.0004455295525538361,-0.0002604702980621987,-0.005463543258162007,0.011421082398277438
2018-01-17,0.016516446574365906,0.020260200302649745,0.009110657015898083,-0.007556355058972786,-0.004428461734602429,0.020878686568514215
2018-01-18,0.000893101700206067,-0.00044379319949250373,-0.001934611427794941,-0.0012973387729247055,0.012387369778354085,-0.00746052630075289
2018-01-19,-0.004462653296197883,-0.001109797432125803,0.006833102112965284,0.0009742444390812288,0.008286931085012661,0.015816761684440683
2018-01-22,-0.008181234533813808,0.017888856644609596,0.016087813444292776,0.02528241101369244,0.022505389057051683,0.00439977313656148
2018-01-23,0.00022603449274050114,0.003165608893669125,0.012251071881657749,0.02654238942939613,0.021470632201355144,0.003498722820770128
2018-01-24,-0.01592870781910527,-0.0008705006483556987,-0.004897544904769124,-0.0036916561368250944,-0.014787446324279974,-0.019558359730603825
2018-01-25,-0.01785078982663113,0.005554309415070291,0.00526524164625064,0.015056936051454306,0.004985219300817745,-0.02385151247683548
2018-01-26,0.0023374227461394614,0.018737048288552938,0.0046737106435963405,0.017489820755647978,0.013441456848138689,0.015430610203304607
2018-01-29,-0.02069854372974045,-0.0014885427265692863,-0.00022112683118713505,0.011147965007295202,-0.021157917223478595,0.01948371753496314
2018-01-30,-0.005894088146511045,-0.012563710325260269,-0.010114169255097782,0.014206232587816059,0.0061296882236654415,-0.010614229016207344
2018-01-31,0.0027550311169841635,0.024477023315905955,0.005370846457989797,0.009090198249863013,-0.0012291349590674017,0.024550315350653884
2018-02-01,0.002090407472262523,-0.007893755991702056,-0.001914619849359589,-0.04196735385431105,0.03317457846054017,-0.014281272313680482
2018-02-02,-0.043389940193927945,-0.026310389071170004,-0.04778618574216187,0.02874097206609716,-0.014552786844930554,-0.015748031496062964
2018-02-05,-0.02498470069989145,-0.041185484881608114,-0.050454154469058876,-0.027938006598856924,-0.04740384869837588,-0.030894531249999968
2018-02-06,0.041791966868002905,0.03784086844072987,0.023489226757792858,0.03801436389950541,0.022343612349635666,0.0025215271082714708
2018-02-07,-0.02140730623599485,-0.018832882271855866,-0.02963170484423494,-0.01806155716557334,-0.0276833681420261,0.03302691480965603
2018-02-08,-0.027516550537953544,-0.05133351743005754,-0.04487968347259075,-0.046782159492866904,-0.04772999885842777,-0.08628982322803447
2018-02-09,0.009145605164973869,0.037289903271662705,0.03620497749270757,-0.008071102861208823,0.02640167112107461,-0.015258691720194006
2018-02-12,0.04027889304958632,0.010773274001045552,0.01364442532100818,0.03480890245792723,0.0017034981018573259,0.017105847976615518
2018-02-13,0.010017544495408481,0.00785384892538854,0.00015213243017808686,0.020400676435602838,-0.01847973299671335,0.025116372849727675
2018-02-14,0.018437574550425495,0.01565829297131227,0.01672842504927896,0.02583229444134827,0.03678897257013358,-0.004171062498426581
2018-02-15,0.033578197303199664,0.020372253977671395,0.0185286241601319,0.007380834965788674,0.0024509939334584896,0.03647111467796016
