Codice richiesta,80749
Codice Stazione,S4063
Denominazione,COLLE DELL'AGNELLO
Localita',RICOVERINI
UTM X,339885 m
UTM Y,4949696 m
Quota,2685 m s.l.m.
Periodo, 2018-01-01 / 2021-12-05
Dati giornalieri di temperatura dell'aria
data,ora minimo (UTC),Tmin (gradi C),classe minimo,Tmed,classe media,ora massimo (UTC),Tmax,classe massimo
04/01/2020 , 01:05 ,    -4.0 , 0 ,    -2.4 , Z , 13:50 ,    -0.8 , 0
05/01/2020 , 00:10 ,    -3.2 , 0 ,    -0.7 , Z , 11:15 ,     2.7 , 0
06/01/2020 , 19:10 ,    -2.4 , 0 ,     0.2 , Z , 10:05 ,     2.4 , 0
07/01/2020 , 23:50 ,    -7.8 , 0 ,    -1.8 , Z , 05:45 ,     1.1 , 0
08/01/2020 , 00:30 ,    -8.8 , 0 ,    -0.9 , Z , 12:00 ,     3.0 , 0
09/01/2020 , 23:00 ,    -5.4 , 0 ,     0.1 , Z , 10:05 ,     2.4 , 0
10/01/2020 , 23:40 ,    -8.5 , 0 ,    -5.9 , Z , 00:45 ,    -4.1 , 0
11/01/2020 , 02:15 ,    -8.8 , 0 ,    -3.4 , Z , 18:20 ,     0.7 , 0
12/01/2020 , 03:40 ,    -2.0 , 0 ,     1.2 , Z , 17:30 ,     4.4 , 0
13/01/2020 , 17:35 ,    -3.0 , 0 ,    -0.5 , Z , 02:40 ,     1.9 , 0
14/01/2020 , 05:45 ,    -4.2 , 0 ,    -1.6 , Z , 19:50 ,     0.7 , 0
15/01/2020 , 19:05 ,    -5.5 , 0 ,     0.0 , Z , 10:05 ,     3.9 , 0
16/01/2020 , 22:25 ,    -7.3 , 0 ,    -2.6 , Z , 12:45 ,     1.5 , 0
17/01/2020 , 05:30 ,    -9.4 , 0 ,    -5.4 , Z , 03:30 ,    -2.6 , 0
18/01/2020 , 06:50 ,   -12.2 , 0 ,    -9.3 , Z , 23:59 ,    -6.0 , 0
19/01/2020 , 18:20 ,   -15.3 , 0 ,   -12.2 , Z , 00:40 ,    -5.8 , 0
20/01/2020 , 20:40 ,   -15.1 , 0 ,   -14.1 , Z , 12:40 ,   -12.7 , 0
21/01/2020 , 00:05 ,   -14.7 , 0 ,    -8.3 , Z , 15:05 ,    -5.4 , 0
22/01/2020 , 03:25 ,    -8.4 , 0 ,    -4.4 , Z , 23:35 ,    -0.3 , 0
23/01/2020 , 18:05 ,    -7.7 , 0 ,    -4.3 , Z , 01:05 ,    -0.4 , 0
24/01/2020 , 17:05 ,    -9.9 , 0 ,    -6.7 , Z , 02:45 ,    -3.5 , 0
25/01/2020 , 19:10 ,    -8.8 , 0 ,    -6.8 , Z , 13:05 ,    -3.2 , 0
26/01/2020 , 23:59 ,    -8.8 , 0 ,    -6.8 , Z , 12:25 ,    -5.7 , 0
27/01/2020 , 03:35 ,    -9.7 , 0 ,    -6.3 , Z , 09:50 ,    -2.6 , 0
28/01/2020 , 23:45 ,    -9.2 , 0 ,    -7.1 , Z , 00:55 ,    -4.9 , 0
29/01/2020 , 08:10 ,    -9.7 , 0 ,    -8.6 , Z , 23:55 ,    -5.9 , 0
30/01/2020 , 01:35 ,    -6.3 , 0 ,    -3.5 , Z , 09:25 ,    -0.4 , 0
31/01/2020 , 06:25 ,    -3.1 , 0 ,    -1.0 , Z , 13:35 ,     1.0 , 0
01/02/2020 , 06:35 ,    -4.6 , 0 ,    -2.7 , Z , 01:55 ,    -1.0 , 0
02/02/2020 , 00:15 ,    -3.7 , 0 ,    -1.2 , Z , 21:55 ,     0.3 , 0
03/02/2020 , 23:20 ,    -2.8 , 0 ,     0.0 , Z , 12:05 ,     2.1 , 0
04/02/2020 , 20:20 ,   -13.5 , 0 ,    -8.0 , Z , 01:05 ,    -0.1 , 0
05/02/2020 , 06:25 ,   -13.2 , 0 ,    -7.6 , Z , 20:15 ,    -2.4 , 0
06/02/2020 , 16:40 ,    -5.9 , 0 ,    -3.6 , Z , 19:40 ,    -0.6 , 0
07/02/2020 , 21:40 ,    -5.4 , 0 ,    -1.9 , Z , 09:45 ,     2.1 , 0
08/02/2020 , 07:55 ,    -5.3 , 0 ,    -3.7 , Z , 02:55 ,    -2.4 , 0
09/02/2020 , 04:25 ,    -5.8 , 0 ,    -3.2 , Z , 09:10 ,    -0.4 , 0
10/02/2020 , 23:59 ,    -3.8 , 0 ,    -1.3 , Z , 08:55 ,     0.5 , 0
11/02/2020 , 22:20 ,   -10.3 , 0 ,    -5.8 , Z , 00:25 ,    -3.7 , 0
12/02/2020 , 05:35 ,   -11.3 , 0 ,    -8.1 , Z , 22:10 ,    -4.5 , 0
13/02/2020 , 03:10 ,    -6.8 , 0 ,    -4.8 , Z , 11:50 ,    -3.0 , 0
14/02/2020 , 02:50 ,    -9.1 , 0 ,    -3.5 , Z , 19:15 ,     2.5 , 0
15/02/2020 , 19:25 ,    -3.2 , 0 ,    -0.6 , Z , 09:00 ,     3.8 , 0
16/02/2020 , 01:15 ,    -1.0 , 0 ,     2.3 , Z , 17:30 ,     4.5 , 0
17/02/2020 , 23:35 ,    -4.8 , 0 ,     1.9 , Z , 07:35 ,     4.8 , 0
18/02/2020 , 02:40 ,    -8.6 , 0 ,    -5.5 , Z , 11:25 ,    -2.1 , 0
19/02/2020 , 06:40 ,   -11.2 , 0 ,    -7.8 , Z , 13:15 ,    -5.8 , 0
20/02/2020 , 00:05 ,    -7.1 , 0 ,    -4.1 , Z , 09:40 ,    -0.9 , 0
21/02/2020 , 00:15 ,    -6.1 , 0 ,    -2.1 , Z , 22:30 ,     1.8 , 0
22/02/2020 , 02:30 ,    -1.0 , 0 ,     2.0 , Z , 11:30 ,     3.9 , 0
23/02/2020 , 21:15 ,    -0.8 , 0 ,     2.0 , Z , 12:30 ,     4.5 , 0
24/02/2020 , 22:25 ,    -1.0 , 0 ,     2.4 , Z , 13:45 ,     5.8 , 0
25/02/2020 , 23:30 ,    -7.2 , 0 ,    -2.7 , Z , 00:25 ,     1.8 , 0
26/02/2020 , 23:55 ,   -15.3 , 0 ,   -12.2 , Z , 00:10 ,    -6.8 , 0
27/02/2020 , 00:35 ,   -15.5 , 0 ,   -10.1 , Z , 19:10 ,    -6.2 , 0
28/02/2020 , 01:30 ,   -12.4 , 0 ,    -6.4 , Z , 23:45 ,    -0.6 , 0
29/02/2020 , 16:15 ,    -4.7 , 0 ,    -3.3 , Z , 00:10 ,    -1.1 , 0
01/03/2020 , 23:00 ,    -8.6 , 0 ,    -5.9 , Z , 00:10 ,    -3.8 , 0
02/03/2020 , 23:20 ,   -10.1 , 0 ,    -7.3 , Z , 14:55 ,    -4.6 , 0
03/03/2020 , 05:50 ,   -15.1 , 0 ,   -12.6 , Z , 00:05 ,   -10.1 , 0
04/03/2020 , 02:55 ,   -13.2 , 0 ,    -8.6 , Z , 12:50 ,    -5.3 , 0
05/03/2020 , 02:05 ,    -7.5 , 0 ,    -4.1 , Z , 11:50 ,    -1.3 , 0
06/03/2020 , 23:40 ,   -12.6 , 0 ,   -10.1 , Z , 00:05 ,    -7.1 , 0
07/03/2020 , 06:10 ,   -13.4 , 0 ,   -10.6 , Z , 20:50 ,    -8.0 , 0
08/03/2020 , 00:35 ,   -12.1 , 0 ,    -6.2 , Z , 22:25 ,    -2.7 , 0
09/03/2020 , 19:20 ,   -10.8 , 0 ,    -8.5 , Z , 00:05 ,    -4.6 , 0
10/03/2020 , 01:40 ,    -9.9 , 0 ,    -2.6 , Z , 16:25 ,     1.3 , 0
11/03/2020 , 04:50 ,    -0.5 , 0 ,     2.9 , Z , 13:40 ,     6.5 , 0
12/03/2020 , 08:40 ,     0.8 , 0 ,     2.8 , Z , 14:10 ,     4.9 , 0
13/03/2020 , 23:20 ,    -2.1 , 0 ,    -0.5 , Z , 00:30 ,     1.5 , 0
14/03/2020 , 19:15 ,    -5.7 , 0 ,    -2.5 , Z , 13:05 ,     1.2 , 0
15/03/2020 , 04:45 ,   -10.9 , 0 ,    -4.4 , Z , 14:25 ,     1.5 , 0
16/03/2020 , 00:45 ,    -9.9 , 0 ,    -2.0 , Z , 14:05 ,     5.1 , 0
17/03/2020 , 00:20 ,    -2.9 , 0 ,     0.6 , Z , 09:10 ,     3.9 , 0
18/03/2020 , 18:25 ,    -2.6 , 0 ,    -0.4 , Z , 07:25 ,     3.1 , 0
19/03/2020 , 23:30 ,    -5.4 , 0 ,    -2.6 , Z , 14:50 ,     0.7 , 0
20/03/2020 , 23:05 ,    -5.6 , 0 ,    -4.1 , Z , 14:05 ,     0.1 , 0
21/03/2020 , 03:15 ,    -5.8 , 0 ,    -3.1 , Z , 12:10 ,     0.2 , 0
22/03/2020 , 23:40 ,    -8.2 , 0 ,    -4.9 , Z , 09:35 ,    -4.1 , 0
23/03/2020 , 00:05 ,    -7.6 , 0 ,    -4.3 , Z , 13:25 ,     2.3 , 0
24/03/2020 , 18:00 ,   -14.6 , 0 ,   -10.5 , Z , 00:30 ,    -6.6 , 0
25/03/2020 , 07:15 ,   -16.0 , 0 ,   -13.5 , Z , 12:10 ,   -10.8 , 0
26/03/2020 , 05:50 ,   -17.3 , 0 ,   -13.5 , Z , 23:20 ,    -9.1 , 0
27/03/2020 , 03:30 ,    -9.9 , 0 ,    -7.3 , Z , 14:45 ,    -4.5 , 0
28/03/2020 , 00:05 ,    -6.1 , 0 ,    -3.8 , Z , 11:35 ,     0.0 , 0
29/03/2020 , 05:15 ,    -5.3 , 0 ,    -3.0 , Z , 12:25 ,     1.2 , 0
30/03/2020 , 05:15 ,    -6.5 , 0 ,    -4.6 , Z , 15:05 ,    -1.3 , 0
31/03/2020 , 05:50 ,    -7.3 , 0 ,    -5.3 , Z , 15:05 ,    -1.0 , 0
01/04/2020 , 02:35 ,    -8.0 , 0 ,    -4.3 , Z , 15:00 ,     3.2 , 0
02/04/2020 , 23:00 ,    -7.1 , 0 ,    -4.1 , Z , 09:50 ,     1.4 , 0
03/04/2020 , 05:00 ,    -8.4 , 0 ,    -5.0 , Z , 13:55 ,    -1.0 , 0
04/04/2020 , 05:30 ,    -8.4 , 0 ,    -3.1 , Z , 12:45 ,     3.8 , 0
05/04/2020 , 04:55 ,    -8.5 , 0 ,    -4.3 , Z , 13:20 ,    -0.2 , 0
06/04/2020 , 04:35 ,    -8.5 , 0 ,    -4.0 , Z , 13:25 ,     0.1 , 0
07/04/2020 , 03:10 ,    -6.7 , 0 ,    -2.6 , Z , 13:15 ,     0.9 , 0
08/04/2020 , 05:20 ,    -6.6 , 0 ,    -2.3 , Z , 13:55 ,     1.5 , 0
09/04/2020 , 01:40 ,    -5.2 , 0 ,    -1.1 , Z , 12:25 ,     3.3 , 0
10/04/2020 , 23:10 ,    -3.7 , 0 ,    -0.6 , Z , 14:05 ,     2.7 , 0
11/04/2020 , 02:45 ,    -4.2 , 0 ,     0.0 , Z , 13:25 ,     4.2 , 0
12/04/2020 , 02:35 ,    -3.2 , 0 ,    -0.6 , Z , 12:25 ,     2.6 , 0
13/04/2020 , 03:55 ,    -4.3 , 0 ,    -1.7 , Z , 11:40 ,     0.8 , 0
14/04/2020 , 23:55 ,    -3.9 , 0 ,    -0.1 , Z , 13:40 ,     5.8 , 0
15/04/2020 , 00:40 ,    -6.3 , 0 ,    -0.4 , Z , 12:40 ,     5.3 , 0
16/04/2020 , 04:10 ,    -2.2 , 0 ,     1.9 , Z , 14:15 ,     6.7 , 0
17/04/2020 , 00:35 ,    -0.7 , 0 ,     2.7 , Z , 11:40 ,     6.2 , 0
18/04/2020 , 05:00 ,    -1.2 , 0 ,     3.0 , Z , 14:25 ,     7.2 , 0
19/04/2020 , 11:50 ,    -0.3 , 0 ,     1.0 , Z , 02:10 ,     3.1 , 0
20/04/2020 , 23:35 ,    -3.0 , 0 ,    -0.9 , Z , 09:15 ,     0.1 , 0
21/04/2020 , 22:50 ,    -6.5 , 0 ,    -3.7 , Z , 13:20 ,    -0.7 , 0
22/04/2020 , 04:45 ,    -7.2 , 0 ,    -4.6 , Z , 13:30 ,    -0.8 , 0
23/04/2020 , 02:40 ,    -7.8 , 0 ,    -1.3 , Z , 15:50 ,     4.6 , 0
24/04/2020 , 05:30 ,    -0.9 , 0 ,     1.8 , Z , 14:00 ,     7.0 , 0
25/04/2020 , 05:00 ,    -1.6 , 0 ,     1.3 , Z , 13:15 ,     7.1 , 0
26/04/2020 , 23:20 ,    -0.6 , 0 ,     1.2 , Z , 09:40 ,     4.0 , 0
27/04/2020 , 01:25 ,    -0.8 , 0 ,     0.6 , Z , 11:30 ,     3.4 , 0
28/04/2020 , 23:30 ,    -3.3 , 0 ,    -1.0 , Z , 00:20 ,    -0.1 , 0
29/04/2020 , 06:05 ,    -5.5 , 0 ,    -2.2 , Z , 14:45 ,     1.9 , 0
30/04/2020 , 23:10 ,    -5.6 , 0 ,    -1.7 , Z , 09:15 ,     1.0 , 0
01/05/2020 , 03:25 ,    -4.2 , 0 ,    -1.7 , Z , 13:20 ,     0.0 , 0
02/05/2020 , 04:45 ,    -2.4 , 0 ,    -0.4 , Z , 13:40 ,     2.0 , 0
03/05/2020 , 04:10 ,    -0.4 , 0 ,     2.0 , Z , 12:50 ,     6.3 , 0
04/05/2020 , 00:05 ,     1.1 , 0 ,     4.6 , Z , 10:50 ,     9.1 , 0
05/05/2020 , 23:35 ,     1.6 , 0 ,     4.9 , Z , 12:30 ,     8.4 , 0
06/05/2020 , 02:40 ,     0.0 , 0 ,     2.5 , Z , 10:30 ,     7.2 , 0
07/05/2020 , 00:25 ,    -0.1 , 0 ,     4.9 , Z , 11:20 ,     9.3 , 0
08/05/2020 , 02:55 ,     2.7 , 0 ,     6.0 , Z , 15:45 ,     8.6 , 0
09/05/2020 , 21:55 ,    -0.1 , 0 ,     4.8 , Z , 08:00 ,     8.1 , 0
10/05/2020 , 23:25 ,    -1.9 , 0 ,     0.7 , Z , 07:50 ,     3.9 , 0
11/05/2020 , 00:55 ,    -2.5 , 0 ,    -0.9 , Z , 13:05 ,     0.9 , 0
12/05/2020 , 02:55 ,    -1.9 , 0 ,     1.7 , Z , 11:35 ,     6.4 , 0
13/05/2020 , 23:59 ,    -0.8 , 0 ,     0.5 , Z , 01:00 ,     3.5 , 0
14/05/2020 , 20:40 ,    -1.7 , 0 ,     0.8 , Z , 09:40 ,     3.6 , 0
15/05/2020 , 02:45 ,    -1.4 , 0 ,     0.9 , Z , 15:30 ,     3.3 , 0
16/05/2020 , 05:20 ,    -1.1 , 0 ,     1.6 , Z , 09:55 ,     4.4 , 0
17/05/2020 , 01:55 ,    -0.4 , 0 ,     1.2 , Z , 19:50 ,     2.9 , 0
18/05/2020 , 04:15 ,     0.4 , 0 ,     3.5 , Z , 13:35 ,     7.9 , 0
19/05/2020 , 09:40 ,     0.6 , 0 ,     2.9 , Z , 16:05 ,     5.6 , 0
20/05/2020 , 03:05 ,     3.4 , 0 ,     5.5 , Z , 16:05 ,     9.8 , 0
21/05/2020 , 02:10 ,     3.1 , 0 ,     6.5 , Z , 12:15 ,    12.0 , 0
22/05/2020 , 01:40 ,     4.0 , 0 ,     7.7 , Z , 13:15 ,    12.2 , 0
23/05/2020 , 19:05 ,     1.0 , 0 ,     5.7 , Z , 11:20 ,    10.1 , 0
24/05/2020 , 23:10 ,     1.3 , 0 ,     4.5 , Z , 15:30 ,     8.7 , 0
25/05/2020 , 03:15 ,     1.3 , 0 ,     5.5 , Z , 15:00 ,    10.5 , 0
26/05/2020 , 02:55 ,     2.0 , 0 ,     4.6 , Z , 07:30 ,     8.4 , 0
27/05/2020 , 06:15 ,     0.2 , 0 ,     2.4 , Z , 12:05 ,     4.2 , 0
28/05/2020 , 02:35 ,     0.1 , 0 ,     3.8 , Z , 11:30 ,     7.8 , 0
29/05/2020 , 22:30 ,    -3.6 , 0 ,    -0.4 , Z , 01:10 ,     2.4 , 0
30/05/2020 , 04:00 ,    -3.9 , 0 ,    -0.5 , Z , 10:45 ,     2.3 , 0
31/05/2020 , 04:50 ,    -1.7 , 0 ,     2.3 , Z , 14:15 ,     4.9 , 0
01/06/2020 , 00:35 ,     0.9 , 0 ,     3.0 , Z , 11:55 ,     6.0 , 0
02/06/2020 , 23:45 ,     1.5 , 0 ,     4.3 , Z , 13:20 ,     8.1 , 0
03/06/2020 , 00:00 ,     1.9 , Y ,     4.5 , Y , 10:00 ,     7.2 , Y
04/06/2020 , 23:20 ,    -1.4 , 0 ,     1.1 , Z , 11:00 ,     4.2 , 0
05/06/2020 , 02:00 ,    -2.1 , 0 ,     0.9 , Z , 12:35 ,     4.2 , 0
06/06/2020 , 01:15 ,     0.2 , 0 ,     4.5 , Z , 13:15 ,     8.5 , 0
07/06/2020 , 07:10 ,     0.4 , 0 ,     2.2 , Z , 02:05 ,     3.5 , 0
08/06/2020 , 23:35 ,    -1.8 , 0 ,     0.4 , Z , 14:40 ,     2.1 , 0
09/06/2020 , 03:55 ,    -2.5 , 0 ,    -1.2 , Z , 09:00 ,     1.1 , 0
10/06/2020 , 01:00 ,    -1.6 , 0 ,    -0.2 , Z , 15:25 ,     2.1 , 0
11/06/2020 , 03:05 ,    -1.1 , 0 ,     0.4 , Z , 12:40 ,     2.2 , 0
12/06/2020 , 03:25 ,     0.2 , 0 ,     1.3 , Z , 23:35 ,     2.2 , 0
13/06/2020 , 15:05 ,    -1.4 , 0 ,     0.8 , Z , 09:15 ,     2.5 , 0
14/06/2020 , 01:00 ,    -0.9 , 0 ,     2.5 , Z , 12:55 ,     7.1 , 0
15/06/2020 , 03:35 ,     1.7 , 0 ,     4.6 , Z , 09:50 ,     7.8 , 0
16/06/2020 , 22:40 ,     0.1 , 0 ,     3.2 , Z , 10:55 ,     6.5 , 0
17/06/2020 , 02:10 ,     0.0 , 0 ,     2.6 , Z , 15:35 ,     6.6 , 0
18/06/2020 , 01:55 ,     0.1 , 0 ,     2.4 , Z , 13:55 ,     5.6 , 0
19/06/2020 , 05:05 ,    -0.3 , 0 ,     3.1 , Z , 15:15 ,     7.6 , 0
20/06/2020 , 00:55 ,     1.7 , 0 ,     4.8 , Z , 10:25 ,     7.7 , 0
21/06/2020 , 01:05 ,     2.1 , 0 ,     6.3 , Z , 15:40 ,    11.1 , 0
22/06/2020 , 02:25 ,     5.2 , 0 ,     8.0 , Z , 12:30 ,    12.4 , 0
23/06/2020 , 04:05 ,     4.5 , 0 ,     9.0 , Z , 12:30 ,    12.1 , 0
24/06/2020 , 05:05 ,     5.5 , 0 ,     9.2 , Z , 11:00 ,    12.0 , 0
25/06/2020 , 22:35 ,     7.6 , 0 ,     9.0 , Z , 07:50 ,    11.0 , 0
26/06/2020 , 02:05 ,     6.2 , 0 ,     8.4 , Z , 10:40 ,    10.9 , 0
27/06/2020 , 15:30 ,     5.8 , 0 ,     7.7 , Z , 09:15 ,    10.6 , 0
28/06/2020 , 02:45 ,     5.7 , 0 ,     9.2 , Z , 11:00 ,    12.5 , 0
29/06/2020 , 05:20 ,     7.4 , 0 ,     9.1 , Z , 12:30 ,    12.0 , 0
30/06/2020 , 01:35 ,     6.8 , 0 ,    11.0 , Z , 13:00 ,    14.0 , 0
01/07/2020 , 21:20 ,     5.6 , 0 ,    10.0 , Z , 15:05 ,    13.8 , 0
02/07/2020 , 23:35 ,     4.5 , 0 ,     8.3 , Z , 12:50 ,    13.3 , 0
03/07/2020 , 17:20 ,     0.5 , 0 ,     5.0 , Z , 11:10 ,     8.8 , 0
04/07/2020 , 05:20 ,     3.6 , 0 ,     7.6 , Z , 15:45 ,    11.9 , 0
05/07/2020 , 01:20 ,     8.3 , 0 ,    11.6 , Z , 16:20 ,    15.0 , 0
06/07/2020 , 21:35 ,     5.7 , 0 ,    11.8 , Z , 13:50 ,    16.9 , 0
07/07/2020 , 08:15 ,     5.4 , 0 ,     8.4 , Z , 16:15 ,    12.3 , 0
08/07/2020 , 00:10 ,     7.6 , 0 ,    11.1 , Z , 14:45 ,    15.6 , 0
09/07/2020 , 00:15 ,     9.1 , 0 ,    11.8 , Z , 10:30 ,    15.1 , 0
10/07/2020 , 21:50 ,     6.4 , 0 ,    11.2 , Z , 13:25 ,    15.6 , 0
11/07/2020 , 23:25 ,     5.7 , 0 ,    10.0 , Z , 13:30 ,    14.0 , 0
12/07/2020 , 04:50 ,     5.1 , 0 ,     6.9 , Z , 13:05 ,     9.4 , 0
13/07/2020 , 20:45 ,     3.7 , 0 ,     5.9 , Z , 16:50 ,     7.2 , 0
14/07/2020 , 18:40 ,     1.3 , 0 ,     4.4 , Z , 13:45 ,     6.1 , 0
15/07/2020 , 04:50 ,     2.9 , 0 ,     5.0 , Z , 13:10 ,     8.2 , 0
16/07/2020 , 01:00 ,     3.9 , Z ,     7.1 , Z , 14:50 ,    10.1 , 0
17/07/2020 , 02:10 ,     5.1 , 0 ,     7.7 , Z , 09:45 ,    10.5 , 0
18/07/2020 , 23:10 ,     5.0 , 0 ,     7.2 , Z , 15:20 ,    11.0 , 0
19/07/2020 , 04:05 ,     3.7 , 0 ,     7.8 , Z , 11:00 ,    11.3 , 0
20/07/2020 , 00:45 ,     6.3 , 0 ,    10.0 , Z , 12:30 ,    13.4 , 0
21/07/2020 , 23:00 ,     5.2 , 0 ,    10.8 , Z , 15:35 ,    14.7 , 0
22/07/2020 , 00:20 ,     5.9 , 0 ,    10.2 , Z , 13:15 ,    15.4 , 0
23/07/2020 , 00:45 ,     6.3 , 0 ,    10.1 , Z , 15:00 ,    14.9 , 0
24/07/2020 , 23:45 ,     3.8 , 0 ,     7.0 , Z , 12:25 ,    11.0 , 0
25/07/2020 , 00:30 ,     3.1 , 0 ,     7.9 , Z , 14:30 ,    12.0 , 0
26/07/2020 , 04:25 ,     6.7 , 0 ,     9.8 , Z , 14:30 ,    13.9 , 0
27/07/2020 , 00:45 ,     7.3 , 0 ,    11.9 , Z , 15:10 ,    15.8 , 0
28/07/2020 , 03:40 ,     9.7 , 0 ,    13.0 , Z , 13:05 ,    17.8 , 0
30/07/2020 , 04:30 ,    10.6 , 0 ,    14.2 , Z , 13:25 ,    18.3 , 0
31/07/2020 , 02:30 ,    10.3 , 0 ,    13.9 , Z , 13:35 ,    19.0 , 0
01/08/2020 , 21:05 ,     8.5 , 0 ,    14.4 , Z , 12:45 ,    18.6 , 0
02/08/2020 , 23:55 ,     8.0 , 0 ,    11.1 , Z , 10:30 ,    14.8 , 0
03/08/2020 , 21:25 ,    -0.2 , 0 ,     5.3 , Z , 11:25 ,     9.9 , 0
04/08/2020 , 03:45 ,    -0.8 , 0 ,     3.6 , Z , 12:45 ,     9.6 , 0
05/08/2020 , 00:20 ,     4.3 , 0 ,     7.7 , Z , 12:35 ,    11.5 , 0
06/08/2020 , 02:55 ,     7.2 , 0 ,    10.5 , Z , 09:30 ,    13.8 , 0
07/08/2020 , 00:20 ,     8.5 , 0 ,    11.2 , Z , 09:30 ,    14.7 , 0
08/08/2020 , 04:05 ,     9.0 , 0 ,    11.5 , Z , 10:55 ,    15.0 , 0
09/08/2020 , 04:40 ,     9.2 , 0 ,    12.1 , Z , 10:30 ,    15.4 , 0
10/08/2020 , 15:25 ,     7.0 , 0 ,     9.4 , Z , 08:40 ,    13.1 , 0
11/08/2020 , 00:15 ,     7.9 , 0 ,    10.6 , Z , 15:45 ,    13.1 , 0
12/08/2020 , 22:45 ,     7.9 , 0 ,    11.0 , Z , 10:30 ,    14.4 , 0
13/08/2020 , 22:20 ,     5.5 , 0 ,     8.5 , Z , 11:00 ,    11.4 , 0
14/08/2020 , 04:10 ,     6.3 , 0 ,     9.5 , Z , 14:20 ,    14.3 , 0
15/08/2020 , 04:50 ,     5.9 , 0 ,    10.0 , Z , 15:05 ,    13.3 , 0
16/08/2020 , 23:59 ,     6.0 , 0 ,     8.7 , Z , 09:20 ,    11.3 , 0
17/08/2020 , 23:35 ,     4.8 , 0 ,     7.5 , Z , 13:55 ,    10.7 , 0
18/08/2020 , 05:55 ,     3.8 , 0 ,     7.5 , Z , 12:35 ,    12.9 , 0
19/08/2020 , 05:20 ,     3.8 , 0 ,     9.1 , Z , 14:50 ,    13.5 , 0
20/08/2020 , 00:05 ,     8.8 , 0 ,    11.1 , Z , 08:15 ,    13.4 , 0
21/08/2020 , 04:25 ,     8.8 , 0 ,    12.4 , Z , 13:55 ,    14.9 , 0
22/08/2020 , 05:20 ,     8.3 , 0 ,    11.9 , Z , 13:35 ,    16.1 , 0
23/08/2020 , 22:45 ,     5.9 , 0 ,     8.8 , Z , 09:50 ,    12.0 , 0
24/08/2020 , 23:30 ,     4.3 , 0 ,     7.0 , Z , 13:45 ,    10.8 , 0
25/08/2020 , 02:50 ,     4.3 , 0 ,     8.9 , Z , 13:45 ,    13.1 , 0
26/08/2020 , 04:45 ,     6.0 , 0 ,    10.5 , Z , 13:40 ,    16.0 , 0
27/08/2020 , 23:05 ,     8.0 , 0 ,    11.7 , Z , 12:25 ,    16.3 , 0
28/08/2020 , 23:50 ,     5.2 , 0 ,     8.5 , Z , 09:05 ,    12.8 , 0
29/08/2020 , 23:55 ,     3.5 , 0 ,     5.2 , Z , 05:15 ,     7.1 , 0
30/08/2020 , 06:00 ,    -1.7 , 0 ,     1.9 , Z , 15:50 ,     4.7 , 0
31/08/2020 , 21:55 ,    -0.1 , 0 ,     1.8 , Z , 15:20 ,     4.9 , 0
01/09/2020 , 03:45 ,    -0.2 , 0 ,     3.3 , Z , 10:55 ,     7.1 , 0
02/09/2020 , 00:35 ,     1.3 , 0 ,     3.4 , Z , 13:10 ,     5.3 , 0
03/09/2020 , 03:50 ,     1.6 , 0 ,     6.4 , Z , 23:25 ,    10.7 , 0
04/09/2020 , 23:50 ,     7.7 , 0 ,    10.6 , Z , 08:30 ,    13.5 , 0
05/09/2020 , 23:59 ,     6.4 , 0 ,    10.0 , Z , 13:40 ,    14.3 , 0
06/09/2020 , 22:35 ,     3.9 , 0 ,     6.9 , Z , 09:15 ,    10.0 , 0
07/09/2020 , 23:40 ,     2.2 , 0 ,     3.9 , Z , 11:55 ,     5.4 , 0
08/09/2020 , 04:50 ,     1.7 , 0 ,     5.3 , Z , 12:00 ,     9.0 , 0
09/09/2020 , 04:20 ,     4.0 , 0 ,     6.6 , Z , 12:25 ,    10.0 , 0
10/09/2020 , 04:15 ,     4.7 , 0 ,     6.5 , Z , 10:50 ,     8.8 , 0
11/09/2020 , 10:45 ,     4.9 , 0 ,     6.0 , Z , 14:55 ,     7.5 , 0
12/09/2020 , 01:45 ,     4.9 , 0 ,     8.8 , Z , 10:20 ,    11.7 , 0
13/09/2020 , 23:55 ,     6.6 , 0 ,     9.3 , Z , 12:05 ,    12.5 , 0
14/09/2020 , 23:50 ,     5.1 , 0 ,     7.3 , Z , 11:20 ,    10.6 , 0
15/09/2020 , 05:30 ,     3.8 , 0 ,     7.4 , Z , 12:10 ,    10.7 , 0
16/09/2020 , 02:25 ,     5.0 , 0 ,     8.3 , Z , 10:00 ,    11.2 , 0
17/09/2020 , 23:30 ,     4.5 , 0 ,     7.6 , Z , 10:50 ,    10.7 , 0
18/09/2020 , 05:05 ,     3.5 , 0 ,     7.1 , Z , 10:20 ,    10.6 , 0
19/09/2020 , 23:59 ,     4.3 , 0 ,     6.1 , Z , 12:10 ,     7.6 , 0
20/09/2020 , 06:20 ,     3.5 , 0 ,     4.5 , Z , 12:20 ,     6.7 , 0
21/09/2020 , 21:30 ,     3.5 , 0 ,     4.7 , Z , 07:50 ,     6.3 , 0
22/09/2020 , 21:35 ,     2.6 , 0 ,     3.7 , Z , 09:50 ,     5.5 , 0
23/09/2020 , 03:55 ,     2.1 , 0 ,     4.1 , Z , 13:45 ,     7.7 , 0
24/09/2020 , 19:05 ,     0.5 , 0 ,     3.4 , Z , 13:25 ,     6.3 , 0
