Codice richiesta,80749
Codice Stazione,S4063
Denominazione,COLLE DELL'AGNELLO
Localita',RICOVERINI
UTM X,339885 m
UTM Y,4949696 m
Quota,2685 m s.l.m.
Periodo, 2018-01-01 / 2021-12-05
Dati giornalieri di temperatura dell'aria
data,ora minimo (UTC),Tmin (gradi C),classe minimo,Tmed,classe media,ora massimo (UTC),Tmax,classe massimo
12/06/2021 , 03:40 ,     4.5 , 0 ,     8.2 , Z , 13:45 ,    12.5 , 0
13/06/2021 , 01:05 ,     6.4 , 0 ,    10.4 , Z , 11:30 ,    14.5 , 0
14/06/2021 , 02:20 ,     7.4 , 0 ,    11.0 , Z , 12:55 ,    14.5 , 0
15/06/2021 , 03:55 ,     5.4 , 0 ,    10.0 , Z , 15:40 ,    14.2 , 0
16/06/2021 , 22:50 ,     6.9 , 0 ,     9.0 , Z , 07:55 ,    10.9 , 0
17/06/2021 , 02:35 ,     6.1 , 0 ,     8.5 , Z , 12:30 ,    11.3 , 0
18/06/2021 , 04:15 ,     5.8 , 0 ,     8.7 , Z , 18:40 ,    10.9 , 0
19/06/2021 , 01:35 ,     8.8 , 0 ,    11.9 , Z , 13:40 ,    15.4 , 0
20/06/2021 , 22:35 ,     6.1 , 0 ,     9.1 , Z , 14:35 ,    11.3 , 0
21/06/2021 , 23:59 ,     3.9 , 0 ,     7.6 , Z , 15:15 ,    10.7 , 0
22/06/2021 , 00:25 ,     3.4 , 0 ,     6.2 , Z , 10:40 ,     9.7 , 0
23/06/2021 , 03:35 ,     2.9 , 0 ,     5.5 , Z , 10:25 ,     8.3 , 0
24/06/2021 , 22:35 ,     2.1 , 0 ,     4.7 , Z , 13:25 ,     8.0 , 0
25/06/2021 , 02:05 ,     2.1 , 0 ,     5.7 , Z , 13:55 ,     9.3 , 0
26/06/2021 , 02:55 ,     2.9 , 0 ,     6.7 , Z , 15:45 ,     9.5 , 0
27/06/2021 , 04:20 ,     6.0 , 0 ,     7.8 , Z , 09:15 ,     9.6 , 0
28/06/2021 , 23:59 ,     5.4 , 0 ,     7.5 , Z , 16:00 ,     8.8 , 0
29/06/2021 , 23:00 ,     2.0 , 0 ,     6.3 , Z , 14:10 ,     9.3 , 0
30/06/2021 , 06:20 ,     1.5 , 0 ,     4.8 , Z , 14:10 ,     9.8 , 0
01/07/2021 , 04:25 ,     0.9 , 0 ,     5.8 , Z , 13:40 ,    10.9 , 0
02/07/2021 , 02:35 ,     3.5 , 0 ,     8.1 , Z , 14:20 ,    13.0 , 0
03/07/2021 , 23:00 ,     5.8 , 0 ,     8.8 , Z , 11:15 ,    12.9 , 0
04/07/2021 , 22:50 ,     2.8 , 0 ,     5.6 , Z , 13:20 ,     8.1 , 0
05/07/2021 , 01:40 ,     3.9 , 0 ,     9.1 , Z , 15:25 ,    14.2 , 0
06/07/2021 , 04:35 ,     6.6 , 0 ,     8.9 , Z , 06:15 ,    11.1 , 0
07/07/2021 , 05:25 ,     5.7 , 0 ,     8.0 , Z , 13:05 ,    10.3 , 0
08/07/2021 , 15:25 ,    -0.2 , 0 ,     5.0 , Z , 09:45 ,    10.0 , 0
09/07/2021 , 00:15 ,     0.9 , 0 ,     6.7 , Z , 12:40 ,    10.1 , 0
10/07/2021 , 20:55 ,     4.1 , 0 ,     8.0 , Z , 06:45 ,    10.4 , 0
11/07/2021 , 03:15 ,     3.9 , 0 ,     9.7 , Z , 14:55 ,    14.7 , 0
12/07/2021 , 23:25 ,     6.2 , 0 ,     9.9 , Z , 06:20 ,    13.7 , 0
13/07/2021 , 23:45 ,    -0.4 , 0 ,     4.4 , Z , 10:15 ,     8.0 , 0
14/07/2021 , 01:15 ,    -0.5 , 0 ,     2.6 , Z , 14:30 ,     6.2 , 0
15/07/2021 , 00:40 ,     2.4 , 0 ,     4.9 , Z , 11:50 ,     8.1 , 0
16/07/2021 , 05:05 ,     3.2 , 0 ,     4.7 , Z , 08:40 ,     7.3 , 0
17/07/2021 , 00:25 ,     4.7 , 0 ,     8.2 , Z , 14:10 ,    11.8 , 0
18/07/2021 , 03:50 ,     7.7 , 0 ,    10.1 , Z , 13:20 ,    13.8 , 0
19/07/2021 , 14:35 ,     6.4 , 0 ,     9.0 , Z , 12:15 ,    13.0 , 0
20/07/2021 , 03:10 ,     6.7 , 0 ,    10.7 , Z , 12:00 ,    14.4 , 0
21/07/2021 , 05:15 ,     7.6 , 0 ,    10.3 , Z , 09:35 ,    13.1 , 0
22/07/2021 , 05:05 ,     8.0 , 0 ,    10.6 , Z , 15:20 ,    13.1 , 0
23/07/2021 , 05:15 ,     8.0 , 0 ,    12.6 , Z , 13:55 ,    17.2 , 0
24/07/2021 , 07:00 ,     8.9 , 0 ,    11.4 , Z , 15:10 ,    13.8 , 0
25/07/2021 , 03:15 ,     6.2 , 0 ,     9.2 , Z , 15:20 ,    12.2 , 0
26/07/2021 , 04:55 ,     5.3 , 0 ,     7.7 , Z , 10:45 ,     9.7 , 0
27/07/2021 , 00:50 ,     6.0 , 0 ,     8.1 , Z , 10:45 ,    10.3 , 0
28/07/2021 , 08:45 ,     4.0 , 0 ,     7.5 , Z , 14:20 ,    11.9 , 0
29/07/2021 , 00:05 ,     7.7 , 0 ,    11.1 , Z , 14:30 ,    15.2 , 0
30/07/2021 , 22:25 ,     4.9 , 0 ,     9.6 , Z , 15:00 ,    13.1 , 0
31/07/2021 , 22:05 ,     5.0 , 0 ,     8.4 , Z , 10:10 ,    12.5 , 0
01/08/2021 , 23:30 ,     2.2 , 0 ,     4.9 , Z , 13:00 ,     9.3 , 0
02/08/2021 , 05:15 ,     2.5 , 0 ,     4.4 , Z , 16:00 ,     7.3 , 0
03/08/2021 , 01:55 ,     2.4 , 0 ,     5.6 , Z , 13:45 ,     9.0 , 0
04/08/2021 , 23:55 ,     2.2 , 0 ,     4.4 , Z , 04:10 ,     5.5 , 0
05/08/2021 , 03:35 ,     1.4 , 0 ,     4.8 , Z , 13:50 ,    10.0 , 0
06/08/2021 , 03:45 ,     2.4 , 0 ,     7.6 , Z , 12:20 ,    12.8 , 0
07/08/2021 , 23:59 ,     5.3 , 0 ,     8.9 , Z , 13:50 ,    11.7 , 0
08/08/2021 , 03:50 ,     4.8 , 0 ,     6.9 , Z , 13:40 ,     9.9 , 0
09/08/2021 , 03:50 ,     6.0 , 0 ,     9.5 , Z , 14:05 ,    13.5 , 0
10/08/2021 , 01:35 ,     8.0 , 0 ,    11.8 , Z , 14:35 ,    15.9 , 0
11/08/2021 , 03:20 ,     9.1 , 0 ,    12.5 , Z , 14:05 ,    17.1 , 0
12/08/2021 , 21:55 ,     7.7 , 0 ,    12.2 , Z , 11:45 ,    15.8 , 0
13/08/2021 , 00:15 ,     9.7 , 0 ,    12.8 , Z , 13:05 ,    15.8 , 0
14/08/2021 , 05:40 ,    11.1 , 0 ,    14.2 , Z , 13:50 ,    18.5 , 0
15/08/2021 , 23:05 ,    10.7 , 0 ,    14.4 , Z , 13:15 ,    18.6 , 0
16/08/2021 , 21:15 ,     6.2 , 0 ,    11.2 , Z , 11:40 ,    15.4 , 0
17/08/2021 , 03:35 ,     4.9 , 0 ,     8.2 , Z , 10:55 ,    12.7 , 0
18/08/2021 , 05:20 ,     4.5 , 0 ,     7.8 , Z , 10:00 ,     9.5 , 0
19/08/2021 , 05:35 ,     4.8 , 0 ,     7.0 , Z , 11:50 ,     9.0 , 0
20/08/2021 , 04:35 ,     5.4 , 0 ,     8.1 , Z , 14:20 ,    11.4 , 0
21/08/2021 , 05:05 ,     5.8 , 0 ,     9.6 , Z , 14:00 ,    13.0 , 0
22/08/2021 , 23:40 ,     5.1 , 0 ,     9.9 , Z , 11:50 ,    14.2 , 0
23/08/2021 , 03:10 ,     4.5 , 0 ,     6.9 , Z , 09:55 ,    10.0 , 0
24/08/2021 , 11:50 ,     3.1 , 0 ,     4.6 , Z , 10:05 ,     6.7 , 0
25/08/2021 , 03:35 ,     2.5 , 0 ,     4.7 , Z , 15:45 ,     7.9 , 0
26/08/2021 , 04:40 ,     3.9 , 0 ,     7.6 , Z , 15:15 ,    13.2 , 0
27/08/2021 , 21:20 ,     4.0 , 0 ,     6.8 , Z , 07:35 ,    10.6 , 0
29/08/2021 , 00:55 ,     0.1 , 0 ,     4.0 , Z , 11:15 ,     8.4 , 0
30/08/2021 , 23:45 ,     2.7 , 0 ,     5.2 , Z , 11:00 ,     8.1 , 0
31/08/2021 , 04:40 ,     2.3 , 0 ,     4.7 , Z , 11:35 ,     7.1 , 0
01/09/2021 , 04:25 ,     2.5 , 0 ,     5.2 , Z , 13:35 ,     7.9 , 0
02/09/2021 , 04:55 ,     2.9 , 0 ,     4.9 , Z , 10:45 ,     7.8 , 0
03/09/2021 , 03:30 ,     3.9 , 0 ,     4.7 , Z , 14:35 ,     5.9 , 0
04/09/2021 , 04:25 ,     2.6 , 0 ,     5.4 , Z , 10:40 ,     8.5 , 0
05/09/2021 , 03:25 ,     4.0 , 0 ,     6.3 , Z , 10:00 ,     8.7 , 0
06/09/2021 , 02:50 ,     3.4 , 0 ,     6.1 , Z , 09:55 ,     8.2 , 0
07/09/2021 , 04:35 ,     4.3 , 0 ,     7.0 , Z , 14:10 ,     9.9 , 0
08/09/2021 , 21:10 ,     3.9 , 0 ,     4.7 , Z , 00:05 ,     6.0 , 0
09/09/2021 , 01:35 ,     3.6 , 0 ,     4.5 , Z , 15:05 ,     5.2 , 0
10/09/2021 , 23:50 ,     3.9 , 0 ,     4.4 , Z , 14:20 ,     4.9 , 0
11/09/2021 , 03:15 ,     3.2 , 0 ,     5.8 , Z , 09:35 ,     8.6 , 0
12/09/2021 , 05:50 ,     3.9 , 0 ,     6.2 , Z , 09:20 ,     8.7 , 0
13/09/2021 , 03:45 ,     5.0 , 0 ,     7.6 , Z , 10:25 ,    10.3 , 0
14/09/2021 , 05:20 ,     5.7 , 0 ,     7.6 , Z , 23:25 ,     9.7 , 0
15/09/2021 , 23:59 ,     4.8 , 0 ,     7.7 , Z , 12:55 ,    10.3 , 0
16/09/2021 , 23:35 ,     3.9 , 0 ,     5.6 , Z , 14:30 ,     7.4 , 0
17/09/2021 , 04:10 ,     3.5 , 0 ,     6.5 , Z , 10:40 ,     9.5 , 0
18/09/2021 , 03:50 ,     4.7 , 0 ,     6.4 , Z , 08:40 ,     8.7 , 0
19/09/2021 , 20:35 ,    -1.1 , 0 ,     1.2 , Z , 01:20 ,     5.6 , 0
20/09/2021 , 01:35 ,    -0.8 , 0 ,     1.2 , Z , 09:10 ,     4.9 , 0
21/09/2021 , 04:40 ,    -1.7 , 0 ,     2.1 , Z , 17:15 ,     4.7 , 0
22/09/2021 , 00:30 ,     2.0 , 0 ,     7.1 , Z , 12:45 ,    11.7 , 0
23/09/2021 , 00:05 ,     4.4 , 0 ,     7.6 , Z , 13:00 ,    11.1 , 0
24/09/2021 , 04:00 ,     5.0 , 0 ,     8.3 , Z , 13:35 ,    13.1 , 0
25/09/2021 , 20:05 ,     6.6 , 0 ,     8.9 , Z , 11:00 ,    13.1 , 0
26/09/2021 , 11:05 ,     0.0 , 0 ,     4.3 , Z , 00:25 ,     7.8 , 0
27/09/2021 , 02:40 ,     3.1 , 0 ,     6.1 , Z , 15:05 ,     9.6 , 0
28/09/2021 , 05:40 ,     3.5 , 0 ,     5.6 , Z , 10:45 ,     8.1 , 0
29/09/2021 , 19:55 ,    -0.1 , 0 ,     3.6 , Z , 13:50 ,     7.8 , 0
30/09/2021 , 22:30 ,     0.1 , 0 ,     4.3 , Z , 10:15 ,     7.8 , 0
01/10/2021 , 05:05 ,    -0.3 , 0 ,     2.5 , Z , 09:35 ,     4.6 , 0
02/10/2021 , 06:00 ,     1.0 , 0 ,     2.7 , Z , 09:15 ,     4.9 , 0
03/10/2021 , 03:40 ,    -0.2 , 0 ,     2.0 , Z , 15:00 ,     3.5 , 0
04/10/2021 , 18:35 ,     0.8 , 0 ,     2.3 , Z , 16:45 ,     3.5 , 0
05/10/2021 , 23:59 ,    -2.5 , 0 ,     0.7 , Z , 12:20 ,     3.8 , 0
06/10/2021 , 06:15 ,    -5.3 , 0 ,    -2.9 , Z , 12:00 ,     0.8 , 0
07/10/2021 , 00:10 ,    -5.4 , 0 ,    -0.9 , Z , 12:20 ,     2.6 , 0
08/10/2021 , 22:15 ,    -2.2 , 0 ,     1.1 , Z , 09:45 ,     4.2 , 0
09/10/2021 , 04:40 ,    -2.6 , 0 ,    -0.3 , Z , 08:25 ,     2.0 , 0
10/10/2021 , 04:40 ,    -4.0 , 0 ,     0.7 , Z , 09:15 ,     4.8 , 0
11/10/2021 , 00:10 ,    -1.1 , 0 ,     4.1 , Z , 13:50 ,     8.6 , 0
12/10/2021 , 23:00 ,    -2.7 , 0 ,     1.8 , Z , 12:10 ,     6.3 , 0
13/10/2021 , 23:55 ,    -4.7 , 0 ,    -2.2 , Z , 11:40 ,     2.2 , 0
14/10/2021 , 01:35 ,    -4.9 , 0 ,     0.1 , Z , 12:20 ,     4.5 , 0
15/10/2021 , 21:45 ,    -0.5 , 0 ,     2.1 , Z , 14:05 ,     7.1 , 0
16/10/2021 , 04:15 ,    -2.0 , 0 ,     0.8 , Z , 12:25 ,     3.6 , 0
17/10/2021 , 00:55 ,    -1.0 , 0 ,     2.8 , Z , 11:50 ,     5.9 , 0
18/10/2021 , 00:10 ,     1.3 , 0 ,     3.9 , Z , 08:05 ,     6.7 , 0
19/10/2021 , 04:30 ,     3.3 , 0 ,     6.4 , Z , 10:10 ,     9.3 , 0
20/10/2021 , 19:00 ,     1.4 , Z ,     5.9 , Z , 07:55 ,    10.6 , *
21/10/2021 , 21:00 ,    -1.4 , 0 ,     1.8 , Z , 11:35 ,     4.2 , 0
22/10/2021 , 23:50 ,    -2.4 , 0 ,     1.1 , Z , 14:10 ,     4.8 , 0
23/10/2021 , 23:30 ,    -3.7 , 0 ,    -0.7 , Z , 11:20 ,     2.1 , 0
24/10/2021 , 04:50 ,    -5.2 , 0 ,    -1.6 , Z , 13:25 ,     2.1 , 0
25/10/2021 , 00:50 ,    -2.8 , 0 ,     0.8 , Z , 13:55 ,     4.0 , 0
26/10/2021 , 23:40 ,    -3.2 , 0 ,     0.3 , Z , 10:45 ,     3.9 , 0
27/10/2021 , 05:30 ,    -4.2 , 0 ,    -2.3 , Z , 10:45 ,     1.0 , 0
28/10/2021 , 01:30 ,    -3.9 , 0 ,    -1.4 , Z , 11:20 ,     1.5 , 0
29/10/2021 , 21:35 ,    -4.1 , 0 ,    -3.3 , Z , 14:20 ,    -2.4 , 0
30/10/2021 , 07:05 ,    -5.1 , 0 ,    -3.1 , Z , 22:25 ,    -0.1 , 0
31/10/2021 , 02:35 ,    -1.3 , 0 ,     0.0 , Z , 18:25 ,     1.0 , 0
01/11/2021 , 23:59 ,    -5.5 , 0 ,    -1.5 , Z , 00:10 ,     0.6 , 0
02/11/2021 , 08:35 ,    -6.7 , 0 ,    -5.6 , Z , 21:50 ,    -3.5 , 0
03/11/2021 , 23:50 ,    -9.6 , 0 ,    -5.1 , Z , 11:05 ,    -2.9 , 0
04/11/2021 , 03:20 ,   -10.4 , 0 ,    -9.1 , Z , 23:45 ,    -6.8 , 0
05/11/2021 , 23:15 ,   -10.3 , 0 ,    -7.5 , Z , 07:40 ,    -4.5 , 0
06/11/2021 , 03:30 ,   -10.9 , 0 ,    -6.6 , Z , 23:55 ,    -1.8 , 0
07/11/2021 , 02:15 ,    -4.8 , 0 ,    -0.6 , Z , 13:50 ,     2.9 , 0
08/11/2021 , 20:40 ,    -7.3 , 0 ,    -2.2 , Z , 04:20 ,     1.8 , 0
09/11/2021 , 00:25 ,    -6.1 , 0 ,    -4.4 , Z , 05:00 ,    -2.6 , 0
10/11/2021 , 00:20 ,    -3.5 , 0 ,    -1.7 , Z , 12:30 ,    -0.2 , 0
11/11/2021 , 02:00 ,    -2.1 , 0 ,    -1.2 , Z , 22:05 ,    -0.1 , 0
12/11/2021 , 23:25 ,    -1.9 , 0 ,    -0.3 , Z , 00:35 ,     0.1 , 0
13/11/2021 , 22:40 ,    -5.0 , 0 ,    -2.4 , Z , 13:35 ,    -0.7 , 0
14/11/2021 , 04:05 ,    -7.8 , 0 ,    -4.9 , Z , 12:00 ,    -3.3 , 0
15/11/2021 , 00:25 ,    -5.2 , 0 ,    -4.3 , Z , 13:55 ,    -3.4 , 0
16/11/2021 , 18:45 ,    -4.9 , 0 ,    -3.3 , Z , 11:10 ,    -0.7 , 0
17/11/2021 , 15:35 ,    -3.6 , 0 ,    -2.3 , Z , 23:59 ,    -1.1 , 0
18/11/2021 , 00:30 ,    -2.8 , 0 ,     0.2 , Z , 09:50 ,     5.6 , 0
19/11/2021 , 02:00 ,     0.5 , 0 ,     2.9 , Z , 10:40 ,     8.4 , 0
20/11/2021 , 19:35 ,     1.0 , 0 ,     4.2 , Z , 10:25 ,     6.4 , 0
21/11/2021 , 23:45 ,    -5.9 , 0 ,    -1.1 , Z , 00:05 ,     4.3 , 0
22/11/2021 , 03:00 ,    -7.7 , 0 ,    -5.8 , Z , 12:50 ,    -3.8 , 0
23/11/2021 , 23:25 ,    -7.3 , 0 ,    -5.4 , Z , 11:30 ,    -3.5 , 0
24/11/2021 , 23:30 ,    -9.5 , 0 ,    -6.5 , Z , 11:00 ,    -3.7 , 0
25/11/2021 , 00:05 ,    -9.4 , 0 ,    -8.1 , Z , 11:40 ,    -4.9 , 0
26/11/2021 , 22:55 ,   -11.9 , 0 ,    -7.6 , Z , 13:10 ,    -5.9 , 0
27/11/2021 , 23:59 ,   -13.6 , 0 ,   -10.9 , Z , 10:40 ,    -9.5 , 0
28/11/2021 , 23:30 ,   -16.4 , 0 ,   -14.3 , Z , 13:30 ,   -13.2 , 0
29/11/2021 , 21:00 ,   -16.6 , 0 ,   -15.2 , Z , 11:40 ,   -12.1 , 0
30/11/2021 , 00:05 ,   -14.8 , 0 ,    -8.4 , Z , 23:59 ,    -2.1 , 0
01/12/2021 , 23:59 ,    -7.7 , 0 ,    -4.4 , Z , 01:50 ,    -0.6 , 0
02/12/2021 , 23:59 ,   -15.0 , 0 ,   -11.0 , Z , 00:05 ,    -7.7 , 0
03/12/2021 , 02:10 ,   -15.0 , 0 ,   -10.1 , Z , 20:55 ,    -4.9 , 0
04/12/2021 , 23:59 ,   -10.6 , 0 ,    -5.5 , Z , 09:00 ,    -2.6 , 0
05/12/2021 , 18:15 ,   -15.3 , 0 ,   -13.2 , Z , 00:05 ,   -10.6 , 0
Elaborato il 2021-12-06 alle ore 21:00 UTC
