AnnoS;CorsoTIPO;AnnoNascita;Lau_M;Lau_F
2018;Laurea Magistrale;1989;2546;2581
2018;Laurea Magistrale;1990;3883;4222
2018;Laurea Magistrale;1991;5938;6680
2018;Laurea Magistrale;1992;8801;11074
2018;Laurea Magistrale;1993;9636;12707
2018;Laurea Magistrale;1994;6144;8530
2018;Laurea Magistrale;1995;432;604
2018;Laurea Magistrale;1996 e successivi;9;13
2018;Laurea Magistrale Ciclo Unico;1978 e precedenti;638;511
2018;Laurea Magistrale Ciclo Unico;1979;51;72
2018;Laurea Magistrale Ciclo Unico;1980;70;74
2018;Laurea Magistrale Ciclo Unico;1981;84;127
2018;Laurea Magistrale Ciclo Unico;1982;112;165
2018;Laurea Magistrale Ciclo Unico;1983;135;236
2018;Laurea Magistrale Ciclo Unico;1984;224;305
2018;Laurea Magistrale Ciclo Unico;1985;263;433
2018;Laurea Magistrale Ciclo Unico;1986;317;510
2018;Laurea Magistrale Ciclo Unico;1987;507;691
2018;Laurea Magistrale Ciclo Unico;1988;639;917
2018;Laurea Magistrale Ciclo Unico;1989;836;1283
2018;Laurea Magistrale Ciclo Unico;1990;1357;1967
2018;Laurea Magistrale Ciclo Unico;1991;2002;3067
2018;Laurea Magistrale Ciclo Unico;1992;2920;5087
2018;Laurea Magistrale Ciclo Unico;1993;3574;6598
2018;Laurea Magistrale Ciclo Unico;1994;1342;3545
2018;Laurea Magistrale Ciclo Unico;1995;130;320
2018;Laurea Magistrale Ciclo Unico;1996 e successivi;4;4
2018;Vecchio Ordinamento;1978 e precedenti;379;614
2018;Vecchio Ordinamento;1979;24;67
2018;Vecchio Ordinamento;1980;41;69
2018;Vecchio Ordinamento;1981;37;71
2018;Vecchio Ordinamento;1982;5;31
2018;Vecchio Ordinamento;1983;1;11
2018;Vecchio Ordinamento;1984;;11
2018;Vecchio Ordinamento;1985;2;13
2018;Vecchio Ordinamento;1986;2;26
2018;Vecchio Ordinamento;1987;;17
2018;Vecchio Ordinamento;1988;;22
2018;Vecchio Ordinamento;1989;2;16
2018;Vecchio Ordinamento;1990;;31
2018;Vecchio Ordinamento;1991;;22
2019;Laurea;1979 e precedenti;3342;3106
2019;Laurea;1980;252;256
2019;Laurea;1981;284;265
2019;Laurea;1982;310;322
2019;Laurea;1983;406;379
2019;Laurea;1984;404;446
2019;Laurea;1985;476;492
2019;Laurea;1986;556;626
2019;Laurea;1987;726;694
2019;Laurea;1988;918;999
2019;Laurea;1989;1265;1173
2019;Laurea;1990;1858;1729
2019;Laurea;1991;2510;2290
2019;Laurea;1992;3509;3448
2019;Laurea;1993;5056;5200
2019;Laurea;1994;7407;7886
2019;Laurea;1995;11702;14630
2019;Laurea;1996;19539;28968
2019;Laurea;1997 e successivi;23675;36212
2019;Laurea Magistrale;1979 e precedenti;1807;2008
2019;Laurea Magistrale;1980;168;208
2019;Laurea Magistrale;1981;207;252
2019;Laurea Magistrale;1982;270;293
2019;Laurea Magistrale;1983;333;390
2019;Laurea Magistrale;1984;380;507
2019;Laurea Magistrale;1985;441;559
2019;Laurea Magistrale;1986;615;724
2019;Laurea Magistrale;1987;815;989
2019;Laurea Magistrale;1988;1158;1300
2019;Laurea Magistrale;1989;1690;1818
2019;Laurea Magistrale;1990;2639;2634
2019;Laurea Magistrale;1991;4102;4295
2019;Laurea Magistrale;1992;6273;6946
2019;Laurea Magistrale;1993;9067;11434
2019;Laurea Magistrale;1994;10417;13290
2019;Laurea Magistrale;1995;6858;9598
2019;Laurea Magistrale;1996;514;725
2019;Laurea Magistrale;1997 e successivi;12;22
2019;Laurea Magistrale Ciclo Unico;1979 e precedenti;641;555
2019;Laurea Magistrale Ciclo Unico;1980;58;82
2019;Laurea Magistrale Ciclo Unico;1981;72;118
2019;Laurea Magistrale Ciclo Unico;1982;79;138
2019;Laurea Magistrale Ciclo Unico;1983;121;191
2019;Laurea Magistrale Ciclo Unico;1984;169;274
2019;Laurea Magistrale Ciclo Unico;1985;173;312
2019;Laurea Magistrale Ciclo Unico;1986;240;388
2019;Laurea Magistrale Ciclo Unico;1987;307;478
2019;Laurea Magistrale Ciclo Unico;1988;423;678
2019;Laurea Magistrale Ciclo Unico;1989;555;839
2019;Laurea Magistrale Ciclo Unico;1990;810;1310
2019;Laurea Magistrale Ciclo Unico;1991;1214;1802
2019;Laurea Magistrale Ciclo Unico;1992;1868;2922
2019;Laurea Magistrale Ciclo Unico;1993;2579;4587
2019;Laurea Magistrale Ciclo Unico;1994;3609;6795
2019;Laurea Magistrale Ciclo Unico;1995;1361;3768
2019;Laurea Magistrale Ciclo Unico;1996;151;326
2019;Laurea Magistrale Ciclo Unico;1997 e successivi;4;3
2019;Vecchio Ordinamento;1979 e precedenti;313;618
2019;Vecchio Ordinamento;1980;38;66
2019;Vecchio Ordinamento;1981;19;48
2019;Vecchio Ordinamento;1982;1;14
2019;Vecchio Ordinamento;1983;2;8
2019;Vecchio Ordinamento;1984;1;8
2019;Vecchio Ordinamento;1985;1;12
2019;Vecchio Ordinamento;1986;;12
2019;Vecchio Ordinamento;1987;1;9
2019;Vecchio Ordinamento;1988;;12
2019;Vecchio Ordinamento;1989;1;23
2019;Vecchio Ordinamento;1990;1;7
2019;Vecchio Ordinamento;1991;1;10
2020;Laurea;1980 e precedenti;3630;3496
2020;Laurea;1981;289;267
2020;Laurea;1982;328;305
2020;Laurea;1983;347;372
2020;Laurea;1984;409;439
2020;Laurea;1985;440;436
2020;Laurea;1986;502;520
2020;Laurea;1987;587;633
2020;Laurea;1988;825;812
2020;Laurea;1989;996;975
2020;Laurea;1990;1298;1315
2020;Laurea;1991;1757;1722
2020;Laurea;1992;2575;2489
2020;Laurea;1993;3379;3378
2020;Laurea;1994;4900;4877
2020;Laurea;1995;7299;7844
2020;Laurea;1996;11619;14396
2020;Laurea;1997;19235;28613
2020;Laurea;1998 e successivi;24775;37100
2020;Laurea Magistrale;1980 e precedenti;1810;2224
2020;Laurea Magistrale;1981;202;253
2020;Laurea Magistrale;1982;260;330
2020;Laurea Magistrale;1983;298;418
2020;Laurea Magistrale;1984;340;467
2020;Laurea Magistrale;1985;350;577
2020;Laurea Magistrale;1986;454;593
2020;Laurea Magistrale;1987;615;790
2020;Laurea Magistrale;1988;870;999
2020;Laurea Magistrale;1989;1213;1319
2020;Laurea Magistrale;1990;1834;1905
2020;Laurea Magistrale;1991;2645;2734
2020;Laurea Magistrale;1992;4137;4443
2020;Laurea Magistrale;1993;6174;6870
2020;Laurea Magistrale;1994;8793;11152
2020;Laurea Magistrale;1995;10788;13856
2020;Laurea Magistrale;1996;7605;10438
2020;Laurea Magistrale;1997;625;898
2020;Laurea Magistrale;1998 e successivi;25;19
2020;Laurea Magistrale Ciclo Unico;1980 e precedenti;576;609
2020;Laurea Magistrale Ciclo Unico;1981;56;86
2020;Laurea Magistrale Ciclo Unico;1982;70;140
2020;Laurea Magistrale Ciclo Unico;1983;92;148
2020;Laurea Magistrale Ciclo Unico;1984;94;235
2020;Laurea Magistrale Ciclo Unico;1985;123;260
2020;Laurea Magistrale Ciclo Unico;1986;154;277
2020;Laurea Magistrale Ciclo Unico;1987;228;382
2020;Laurea Magistrale Ciclo Unico;1988;308;492
2020;Laurea Magistrale Ciclo Unico;1989;407;613
2020;Laurea Magistrale Ciclo Unico;1990;610;938
2020;Laurea Magistrale Ciclo Unico;1991;820;1224
2020;Laurea Magistrale Ciclo Unico;1992;1070;1729
2020;Laurea Magistrale Ciclo Unico;1993;1663;2745
2020;Laurea Magistrale Ciclo Unico;1994;2526;4515
2020;Laurea Magistrale Ciclo Unico;1995;3596;6721
2020;Laurea Magistrale Ciclo Unico;1996;1420;4077
2020;Laurea Magistrale Ciclo Unico;1997;151;389
2020;Laurea Magistrale Ciclo Unico;1998 e successivi;2;6
2020;Vecchio Ordinamento;1980 e precedenti;253;398
2020;Vecchio Ordinamento;1981;11;32
2020;Vecchio Ordinamento;1982;3;9
2020;Vecchio Ordinamento;1983;;7
2020;Vecchio Ordinamento;1984;1;14
2020;Vecchio Ordinamento;1985;2;7
2020;Vecchio Ordinamento;1986;;6
2020;Vecchio Ordinamento;1987;;9
2020;Vecchio Ordinamento;1988;;11
2020;Vecchio Ordinamento;1989;1;14
2020;Vecchio Ordinamento;1990;1;12
2020;Vecchio Ordinamento;1991;;5
